,AwardID,Abstract,Abstract_Tokens,Abstract2,Label
0,0110599,"The investigators will conduct a series of experiments that focus on crucial substantive implications of modeling social interaction as the result of a cybernetic process of meaning  whereby actors behave so as to maintain meanings in the situation.   describes a  system between identities and actions, with identity meanings acting as a reference level for interpreting social interactions.  Specifically, it suggests that people will not only try to maintain their own identities, but will also strive to restore the identities of others with whom they are interacting.  The theory also incorporates the restorative actions of other actors into the model.  If another person in the interaction takes a restorative action, it may restore the meanings so that no further reparation is necessary.  The studies described here propose to test these key predictions that differentiate  from the other major  perspective.  Study  challenges (negatively deflects) the identity of an alter, and tests to see whether this challenge evokes restorative behavior from ego.  Study  creates an atypically positive interaction for the alter, to see if this evokes negative behavior by ego toward the alter (as predicted to be restorative of original meanings).  Study  draws on pre-test results that indicate  alternative means of restoring another is challenged identity.  Here, the investigator use computer-regulated interaction to make available alternative means of restoring another is identity.  The prediction involves the substitutability of different behaviors for meaning restoration.  Study  elaborates the substitutability of restorative action hypothesis.   The investigators will test whether or not a restorative act by  actor affects the probability of another actor is engaging in a restorative act.  Study  examines whether or not the identity of the actors influences the effect of the restorative behavior.  Taken together, the  experiments explore how we go about maintaining the identities of others, and how the social situation in which we are embedded affects those restorative efforts.  ","['investigator', 'conduct', 'series', 'experiment', 'focus', 'crucial', 'substantive', 'implication', 'modeling', 'social', 'interaction', 'result', 'cybernetic', 'process', 'meaning', 'whereby', 'actor', 'behave', 'maintain', 'meaning', 'situation', 'describes', 'system', 'identity', 'action', 'identity', 'meaning', 'acting', 'reference', 'level', 'interpreting', 'social', 'interaction', 'specifically', 'suggests', 'people', 'try', 'maintain', 'identity', 'strive', 'restore', 'identity', 'others', 'interacting', 'theory', 'incorporates', 'restorative', 'action', 'actor', 'model', 'another', 'person', 'interaction', 'take', 'restorative', 'action', 'may', 'restore', 'meaning', 'reparation', 'necessary', 'study', 'described', 'propose', 'test', 'key', 'prediction', 'differentiate', 'major', 'perspective', 'study', 'challenge', 'negatively', 'deflects', 'identity', 'alter', 'test', 'see', 'whether', 'challenge', 'evokes', 'restorative', 'behavior', 'ego', 'study', 'creates', 'atypically', 'positive', 'interaction', 'alter', 'see', 'evokes', 'negative', 'behavior', 'ego', 'toward', 'alter', 'predicted', 'restorative', 'original', 'meaning', 'study', 'draw', 'result', 'indicate', 'alternative', 'mean', 'restoring', 'another', 'challenged', 'identity', 'investigator', 'use', 'interaction', 'make', 'available', 'alternative', 'mean', 'restoring', 'another', 'identity', 'prediction', 'involves', 'substitutability', 'different', 'behavior', 'meaning', 'restoration', 'study', 'elaborates', 'substitutability', 'restorative', 'action', 'hypothesis', 'investigator', 'test', 'whether', 'restorative', 'act', 'actor', 'affect', 'probability', 'another', 'actor', 'engaging', 'restorative', 'act', 'study', 'examines', 'whether', 'identity', 'actor', 'influence', 'effect', 'restorative', 'behavior', 'taken', 'together', 'experiment', 'explore', 'go', 'maintaining', 'identity', 'others', 'social', 'situation', 'embedded', 'affect', 'restorative', 'effort']",investigator conduct series experiment focus crucial substantive implication modeling social interaction result cybernetic process meaning whereby actor behave maintain meaning situation describes system identity action identity meaning acting reference level interpreting social interaction specifically suggests people try maintain identity strive restore identity others interacting theory incorporates restorative action actor model another person interaction take restorative action may restore meaning reparation necessary study described propose test key prediction differentiate major perspective study challenge negatively deflects identity alter test see whether challenge evokes restorative behavior ego study creates atypically positive interaction alter see evokes negative behavior ego toward alter predicted restorative original meaning study draw result indicate alternative mean restoring another challenged identity investigator use interaction make available alternative mean restoring another identity prediction involves substitutability different behavior meaning restoration study elaborates substitutability restorative action hypothesis investigator test whether restorative act actor affect probability another actor engaging restorative act study examines whether identity actor influence effect restorative behavior taken together experiment explore go maintaining identity others social situation embedded affect restorative effort,2
1,0112426,"This program produces a cadre of computer scientists with strong specializations in information assurance and a commitment to federal service.  cohorts of students complete a  program that integrates inse information assurance studies with research and outreach. Students also spend  as interns in federal agencies. Upon completion of degrees at  the students then enter the federal cyber service. The program features an emphasis on collaborative research and outreach to the community. The program compnts train students in information assurance theory and practice while providing an environment that fosters teamwork, strengthens motivation, and builds a sense of professionalism and commitment to service.  ","['program', 'produce', 'cadre', 'computer', 'scientist', 'strong', 'specialization', 'information', 'assurance', 'commitment', 'federal', 'service', 'cohort', 'student', 'complete', 'program', 'integrates', 'inse', 'information', 'assurance', 'study', 'research', 'outreach', 'student', 'spend', 'intern', 'federal', 'agency', 'upon', 'completion', 'degree', 'student', 'enter', 'federal', 'cyber', 'service', 'program', 'feature', 'emphasis', 'collaborative', 'research', 'outreach', 'community', 'program', 'compnts', 'train', 'student', 'information', 'assurance', 'theory', 'practice', 'providing', 'environment', 'foster', 'teamwork', 'strengthens', 'motivation', 'build', 'sense', 'professionalism', 'commitment', 'service']",program produce cadre computer scientist strong specialization information assurance commitment federal service cohort student complete program integrates inse information assurance study research outreach student spend intern federal agency upon completion degree student enter federal cyber service program feature emphasis collaborative research outreach community program compnts train student information assurance theory practice providing environment foster teamwork strengthens motivation build sense professionalism commitment service,2
2,0114016,"This project relieves the shortage of qualified information assurance personnel by providing generous financial support for graduate/undergraduate students as participants in a rigorous academic program. The highlights of the program include: faculty committed to working with undergraduates in a research environment, immediate integration of students in existing research programs in information assurance, and a cyber research seminar emphasizing critical thinking, leadership, and communication skills. The program includes expanding horizons seminars presented by experts in the field of information assurance and an ethics compnt, in the form of an integrated sequence of lectures and discussion. The goal is to develop professional skills through mentoring, training, and experience.    ","['project', 'relief', 'shortage', 'qualified', 'information', 'assurance', 'personnel', 'providing', 'generous', 'financial', 'support', 'student', 'participant', 'rigorous', 'academic', 'program', 'highlight', 'program', 'include', 'faculty', 'committed', 'working', 'undergraduate', 'research', 'environment', 'immediate', 'integration', 'student', 'existing', 'research', 'program', 'information', 'assurance', 'cyber', 'research', 'seminar', 'emphasizing', 'critical', 'thinking', 'leadership', 'communication', 'skill', 'program', 'includes', 'expanding', 'horizon', 'seminar', 'presented', 'expert', 'field', 'information', 'assurance', 'ethic', 'compnt', 'form', 'integrated', 'sequence', 'lecture', 'discussion', 'goal', 'develop', 'professional', 'skill', 'mentoring', 'training', 'experience']",project relief shortage qualified information assurance personnel providing generous financial support student participant rigorous academic program highlight program include faculty committed working undergraduate research environment immediate integration student existing research program information assurance cyber research seminar emphasizing critical thinking leadership communication skill program includes expanding horizon seminar presented expert field information assurance ethic compnt form integrated sequence lecture discussion goal develop professional skill mentoring training experience,2
3,0124707,"This recommendation memo provides support and justification for funding the Principal Investigator to participate in a DELOS Digital Libraries Workshop to be held in ,  in . This meeting, entitled "" for a  Research Programme,"" is expected to be a seminal event for producing the core intellectual agenda and operational framework for the next phase of  activities in  libraries research and applications.  The  and  agendas are naturally linked by common goals to achieve interoperability at the ing, systems, , usage and other stages in the information lifecycle.  A long-term overall goal is the development of shared resources for a global information cyber-infrastructure. The meeting is being organized by the DELOS erk of Excellence on Digital Libraries, in cooperation with  of the   of . ","['recommendation', 'memo', 'provides', 'support', 'justification', 'funding', 'principal', 'investigator', 'participate', 'delos', 'digital', 'library', 'workshop', 'held', 'meeting', 'entitled', 'research', 'programme', 'expected', 'seminal', 'event', 'producing', 'core', 'intellectual', 'agenda', 'operational', 'framework', 'next', 'phase', 'activity', 'library', 'research', 'application', 'agenda', 'naturally', 'linked', 'common', 'goal', 'achieve', 'interoperability', 'ing', 'system', 'usage', 'stage', 'information', 'lifecycle', 'overall', 'goal', 'development', 'shared', 'resource', 'global', 'information', 'meeting', 'organized', 'delos', 'erk', 'excellence', 'digital', 'library', 'cooperation']",recommendation memo provides support justification funding principal investigator participate delos digital library workshop held meeting entitled research programme expected seminal event producing core intellectual agenda operational framework next phase activity library research application agenda naturally linked common goal achieve interoperability ing system usage stage information lifecycle overall goal development shared resource global information meeting organized delos erk excellence digital library cooperation,2
4,0133664,"There is a growing scientific community working to provide solid theoretical and algorithmic foundations for the study of communication s. This project furthers this goal through a combination of research and education. In particular, it addresses theoretical and algorithmic issues that arise in a central area of ing: the efficient utilization of communication bandwidth. The research compnt of this project addresses several different approaches for the succinct representation of information in communication s. This includes the investigation of (a) the efficient use of communication bits to provide accountability in the Internet (which is a means of combating cyber-terrorism), (b) new approaches to compression that arise in new communication technologies, and (c) minimizing the amount of  information required to make communication robust with respect to  faults. The integrated educational objectives of this project include both graduate student collaboration and curriculum development. The former consists of student involvement with the research compnt of the project, as well as organization of  schools and workshops. The later includes the incorporation of ing topics into a graduate level algorithms course, as well as the development of a new advanced graduate course addressing the algorithmic and theoretical challenges and achievements in the area of ing.  For the research question of providing accountability in the Internet, this project studies the   problem: given a stream of packets arriving at a node of the Internet, determine the source of those packets. This is an important tool for dealing with denial of service attacks, since accountability discourages such attacks and provides an automated mechanism for halting attacks in progress. This project studies probabilistic packet marking schemes for this problem, with the goal of determining the optimal tradeoffs between the number of marking bits used per packet, the number of packets required to reconstruct the source information, and the number of simultaneous sources of attack that can be dealt with. A number of new technologies also present us with entirely new approaches to compression. The resulting compression problems are fundamental, but since the motivating technologies have a short history, these problems have not been considered previously. In this project, we consider compression problems that arise from  such technologies: asymmetric communication channels, s that are able to multicast information efficiently, and the compression of . Finally, we also consider reducing bandwidth utilization by minimizing the amount of  information required to make communication robust against faults.","['growing', 'scientific', 'community', 'working', 'provide', 'solid', 'theoretical', 'algorithmic', 'foundation', 'study', 'communication', 'project', 'furthers', 'goal', 'combination', 'research', 'education', 'particular', 'address', 'theoretical', 'algorithmic', 'issue', 'arise', 'central', 'area', 'ing', 'efficient', 'utilization', 'communication', 'bandwidth', 'research', 'compnt', 'project', 'address', 'several', 'different', 'approach', 'succinct', 'representation', 'information', 'communication', 'includes', 'investigation', 'efficient', 'use', 'communication', 'bit', 'provide', 'accountability', 'internet', 'mean', 'combating', 'new', 'approach', 'compression', 'arise', 'new', 'communication', 'technology', 'minimizing', 'amount', 'information', 'required', 'make', 'communication', 'robust', 'respect', 'fault', 'integrated', 'educational', 'objective', 'project', 'include', 'graduate', 'student', 'collaboration', 'curriculum', 'development', 'former', 'consists', 'student', 'involvement', 'research', 'compnt', 'project', 'organization', 'school', 'workshop', 'later', 'includes', 'incorporation', 'ing', 'topic', 'graduate', 'level', 'algorithm', 'course', 'development', 'new', 'advanced', 'graduate', 'course', 'addressing', 'algorithmic', 'theoretical', 'challenge', 'achievement', 'area', 'ing', 'research', 'question', 'providing', 'accountability', 'internet', 'project', 'study', 'problem', 'given', 'stream', 'packet', 'arriving', 'node', 'internet', 'determine', 'source', 'packet', 'important', 'tool', 'dealing', 'denial', 'service', 'attack', 'since', 'accountability', 'discourages', 'attack', 'provides', 'automated', 'mechanism', 'halting', 'attack', 'progress', 'project', 'study', 'probabilistic', 'packet', 'marking', 'scheme', 'problem', 'goal', 'determining', 'optimal', 'tradeoff', 'number', 'marking', 'bit', 'used', 'per', 'packet', 'number', 'packet', 'required', 'reconstruct', 'source', 'information', 'number', 'simultaneous', 'source', 'attack', 'dealt', 'number', 'new', 'technology', 'present', 'entirely', 'new', 'approach', 'compression', 'resulting', 'compression', 'problem', 'fundamental', 'since', 'motivating', 'technology', 'short', 'history', 'problem', 'considered', 'previously', 'project', 'consider', 'compression', 'problem', 'arise', 'technology', 'asymmetric', 'communication', 'channel', 'able', 'multicast', 'information', 'efficiently', 'compression', 'finally', 'consider', 'reducing', 'bandwidth', 'utilization', 'minimizing', 'amount', 'information', 'required', 'make', 'communication', 'robust', 'fault']",growing scientific community working provide solid theoretical algorithmic foundation study communication project furthers goal combination research education particular address theoretical algorithmic issue arise central area ing efficient utilization communication bandwidth research compnt project address several different approach succinct representation information communication includes investigation efficient use communication bit provide accountability internet mean combating new approach compression arise new communication technology minimizing amount information required make communication robust respect fault integrated educational objective project include graduate student collaboration curriculum development former consists student involvement research compnt project organization school workshop later includes incorporation ing topic graduate level algorithm course development new advanced graduate course addressing algorithmic theoretical challenge achievement area ing research question providing accountability internet project study problem given stream packet arriving node internet determine source packet important tool dealing denial service attack since accountability discourages attack provides automated mechanism halting attack progress project study probabilistic packet marking scheme problem goal determining optimal tradeoff number marking bit used per packet number packet required reconstruct source information number simultaneous source attack dealt number new technology present entirely new approach compression resulting compression problem fundamental since motivating technology short history problem considered previously project consider compression problem arise technology asymmetric communication channel able multicast information efficiently compression finally consider reducing bandwidth utilization minimizing amount information required make communication robust fault,2
5,0140179,"     aspect of biocomplexity is the ability of biota to self-adjust to their environment.  Previous studies of adaptive behavior have shown that adaptive systems will evolve over time to states that are weakly chaotic, a condition known as the edge of chaos.  These studies typically use a genetic algorithm (computer-based evolution) to implement adaptation.  It is conjectured that most self-adjusting dynamical systems that initially have chaotic behavior will also adapt toward the edge of chaos.  A model for self-adjusting dynamical systems is introduced which treats the  parameters as slowly varying, rather than constant.  The dynamics of these parameters is assumed to be governed by some low-pass filtered feedback from the dynamical variables of the system.  Under the influence of noise, at least in numerical models, the probability of chaotic breakout shows a universal scaling with the duration of the breakouts.   of the model to biochemical oscillators as the simplest possible adaptive system relevent to environmental dynamics will be investigated.  A high degree of interdisciplinarity is required, as the research involves expertise in dynamical systems, plant biology, instrumental measurements, cybernetics, enzymology, chemistry, and physics.  The system is chosen to be ""biocomplex,"" yet simple enough that meaningful measurements can be made and quantitative models can be evaluated.  We ind to experimentally demonstrate adaptation using the peroxidase-oxidase oscillator as an example.  This system is known to exhibit non-linear, complex, and even chaotic behavior.  We will explore if the in situ behavior of this enzyme provides the  experimental evidence for adaptation to the edge of chaos in a naturally occurring system.  Detailed chemical models are available to guide our experiments. We will experimentally implement low-pass filtered feedback from the dynamical variables to the  parameters through: . a computer based probe-actuator system, and  . the comparatively slow response of the metabolism of a thin section    of horseradish root tissues suspended in a reactor, and check for    adaptation to the edge of chaos, and critical scaling of chaotic    outbreaks of chemical oscillations.  Outreach activities to local  schools will be incorporated into our existing collaborations with high school science teachers.  If our initial experiments on plant peroxidases show the anticipated complexity, we will then explore the related complexity in the behavior of peroxidases and oxidases in human neutrophils, cells associated with anti-bacterial activity and response to systemic afronts. ","['aspect', 'biocomplexity', 'ability', 'biota', 'environment', 'previous', 'study', 'adaptive', 'behavior', 'shown', 'adaptive', 'system', 'evolve', 'time', 'state', 'weakly', 'chaotic', 'condition', 'known', 'edge', 'chaos', 'study', 'typically', 'use', 'genetic', 'algorithm', 'evolution', 'implement', 'adaptation', 'conjectured', 'dynamical', 'system', 'initially', 'chaotic', 'behavior', 'adapt', 'toward', 'edge', 'chaos', 'model', 'dynamical', 'system', 'introduced', 'treat', 'parameter', 'slowly', 'varying', 'rather', 'constant', 'dynamic', 'parameter', 'assumed', 'governed', 'filtered', 'feedback', 'dynamical', 'variable', 'system', 'influence', 'noise', 'least', 'numerical', 'model', 'probability', 'chaotic', 'breakout', 'show', 'universal', 'scaling', 'duration', 'breakout', 'model', 'biochemical', 'oscillator', 'simplest', 'possible', 'adaptive', 'system', 'relevent', 'environmental', 'dynamic', 'investigated', 'high', 'degree', 'interdisciplinarity', 'required', 'research', 'involves', 'expertise', 'dynamical', 'system', 'plant', 'biology', 'instrumental', 'measurement', 'cybernetics', 'enzymology', 'chemistry', 'physic', 'system', 'chosen', 'biocomplex', 'yet', 'simple', 'enough', 'meaningful', 'measurement', 'made', 'quantitative', 'model', 'evaluated', 'ind', 'experimentally', 'demonstrate', 'adaptation', 'using', 'oscillator', 'example', 'system', 'known', 'exhibit', 'complex', 'even', 'chaotic', 'behavior', 'explore', 'situ', 'behavior', 'enzyme', 'provides', 'experimental', 'evidence', 'adaptation', 'edge', 'chaos', 'naturally', 'occurring', 'system', 'detailed', 'chemical', 'model', 'available', 'guide', 'experiment', 'experimentally', 'implement', 'filtered', 'feedback', 'dynamical', 'variable', 'parameter', 'computer', 'based', 'system', 'comparatively', 'slow', 'response', 'metabolism', 'thin', 'section', 'horseradish', 'root', 'tissue', 'suspended', 'reactor', 'check', 'adaptation', 'edge', 'chaos', 'critical', 'scaling', 'chaotic', 'outbreak', 'chemical', 'oscillation', 'outreach', 'activity', 'local', 'school', 'incorporated', 'existing', 'collaboration', 'high', 'school', 'science', 'teacher', 'initial', 'experiment', 'plant', 'peroxidase', 'show', 'anticipated', 'complexity', 'explore', 'related', 'complexity', 'behavior', 'peroxidase', 'oxidase', 'human', 'neutrophil', 'cell', 'associated', 'activity', 'response', 'systemic', 'afronts']",aspect biocomplexity ability biota environment previous study adaptive behavior shown adaptive system evolve time state weakly chaotic condition known edge chaos study typically use genetic algorithm evolution implement adaptation conjectured dynamical system initially chaotic behavior adapt toward edge chaos model dynamical system introduced treat parameter slowly varying rather constant dynamic parameter assumed governed filtered feedback dynamical variable system influence noise least numerical model probability chaotic breakout show universal scaling duration breakout model biochemical oscillator simplest possible adaptive system relevent environmental dynamic investigated high degree interdisciplinarity required research involves expertise dynamical system plant biology instrumental measurement cybernetics enzymology chemistry physic system chosen biocomplex yet simple enough meaningful measurement made quantitative model evaluated ind experimentally demonstrate adaptation using oscillator example system known exhibit complex even chaotic behavior explore situ behavior enzyme provides experimental evidence adaptation edge chaos naturally occurring system detailed chemical model available guide experiment experimentally implement filtered feedback dynamical variable parameter computer based system comparatively slow response metabolism thin section horseradish root tissue suspended reactor check adaptation edge chaos critical scaling chaotic outbreak chemical oscillation outreach activity local school incorporated existing collaboration high school science teacher initial experiment plant peroxidase show anticipated complexity explore related complexity behavior peroxidase oxidase human neutrophil cell associated activity response systemic afronts,1
6,0201303,"DDMS-  and   This award provides partial support for active research mathematicians and scientists with limited means of support to atd in  on   and their  to be held at  from   through , in , . The award, together with other funding, will provide travel support for some of the speakers and for some participants who do not have funds available through other source, with priority given to graduate students, recent 's, minorities and women. As part of the conference,  on   and  aimed at graduate students and recent 's will be presented on .   will be sponsored by , , , its  (), , , and . The organizers of the conference look for interaction among mathematicians, scientists and engineers. The conference will include the following speakers,  sessions,   lectures, and other activities:  Speakers:  , , , , , , , , , , , , , , , , , , , , ,   :  -  analysis ( operators, Wavelets, non-linear transformations, Harmonic analysis/Fourier analysis,  integral operators, Discrete potial theory, Initial value and boundary value problems)  - Geometry (Geometric index theory,  and noncommutative geometry, Geometric integral transforms,  structures and  operators, Twistors, tractors, and related topics, Invariant differential operators,  geometry)  - Mathematical structures (  and  groups,  theory, structural methods,  forms,  forms,  groups,   over arbitrary fields, , spinor representations, exceptional , super ,   and their generalizations, Infinite dimensional   and  bundles)  - Physics (Perturbative renormalization and  algebra antipodes, Spectral triples and elementary particle physics, q-deformations and noncommutative spacetime,  using   and other algebraic techniques,  foams and  gravity,   mechanics and  fields,  equation in electron physics, , on-associative structures, octonions, division  and their applications in physics)  -  in computer science, robotics, engineering ( computers, error correction, algorithms, Robotics, inverse kinematics, space , navigation, cybernetics, image processing and engineering, eural s)   on   and  ():  Lecture : Introduction to   () Lecture : Mathematical structure of   () Lecture :  analysis () Lecture :   in mathematical physics () Lecture :   in engineering () Lecture :   in differential geometry ()  Additionally, poster session, round table discussion, and book exhibits are also planned. The organizers expect to recruit  additional speakers. Further  information is available at http://math.tntech.edu/rafal/cookeville/cookeville.html.","['award', 'provides', 'partial', 'support', 'active', 'research', 'mathematician', 'scientist', 'limited', 'mean', 'support', 'atd', 'held', 'award', 'together', 'funding', 'provide', 'travel', 'support', 'speaker', 'participant', 'fund', 'available', 'source', 'priority', 'given', 'graduate', 'student', 'recent', 'minority', 'woman', 'part', 'conference', 'aimed', 'graduate', 'student', 'recent', 'presented', 'sponsored', 'organizer', 'conference', 'look', 'interaction', 'among', 'mathematician', 'scientist', 'engineer', 'conference', 'include', 'following', 'speaker', 'session', 'lecture', 'activity', 'speaker', 'analysis', 'operator', 'wavelet', 'transformation', 'harmonic', 'analysis', 'integral', 'operator', 'discrete', 'potial', 'theory', 'initial', 'value', 'boundary', 'value', 'problem', 'geometry', 'geometric', 'index', 'theory', 'noncommutative', 'geometry', 'geometric', 'integral', 'transforms', 'structure', 'operator', 'twistors', 'tractor', 'related', 'topic', 'invariant', 'differential', 'operator', 'geometry', 'mathematical', 'structure', 'group', 'theory', 'structural', 'method', 'form', 'form', 'group', 'arbitrary', 'field', 'spinor', 'representation', 'exceptional', 'super', 'generalization', 'infinite', 'dimensional', 'bundle', 'physic', 'perturbative', 'renormalization', 'algebra', 'antipode', 'spectral', 'triple', 'elementary', 'particle', 'physic', 'noncommutative', 'spacetime', 'using', 'algebraic', 'technique', 'foam', 'gravity', 'mechanic', 'field', 'equation', 'electron', 'physic', 'structure', 'octonions', 'division', 'application', 'physic', 'computer', 'science', 'robotics', 'engineering', 'computer', 'error', 'correction', 'algorithm', 'robotics', 'inverse', 'kinematics', 'space', 'navigation', 'cybernetics', 'image', 'processing', 'engineering', 'eural', 'lecture', 'introduction', 'lecture', 'mathematical', 'structure', 'lecture', 'analysis', 'lecture', 'mathematical', 'physic', 'lecture', 'engineering', 'lecture', 'differential', 'geometry', 'additionally', 'poster', 'session', 'round', 'table', 'discussion', 'book', 'exhibit', 'planned', 'organizer', 'expect', 'recruit', 'additional', 'speaker', 'information', 'available', 'http']",award provides partial support active research mathematician scientist limited mean support atd held award together funding provide travel support speaker participant fund available source priority given graduate student recent minority woman part conference aimed graduate student recent presented sponsored organizer conference look interaction among mathematician scientist engineer conference include following speaker session lecture activity speaker analysis operator wavelet transformation harmonic analysis integral operator discrete potial theory initial value boundary value problem geometry geometric index theory noncommutative geometry geometric integral transforms structure operator twistors tractor related topic invariant differential operator geometry mathematical structure group theory structural method form form group arbitrary field spinor representation exceptional super generalization infinite dimensional bundle physic perturbative renormalization algebra antipode spectral triple elementary particle physic noncommutative spacetime using algebraic technique foam gravity mechanic field equation electron physic structure octonions division application physic computer science robotics engineering computer error correction algorithm robotics inverse kinematics space navigation cybernetics image processing engineering eural lecture introduction lecture mathematical structure lecture analysis lecture mathematical physic lecture engineering lecture differential geometry additionally poster session round table discussion book exhibit planned organizer expect recruit additional speaker information available http,1
7,0201873,"In response to the national need for information technology workers with expertise in information systems security, this project is developing an associate degree program in computer security and data assurance at orwalk . The new program leads students either to immediate employment or to a related  degree at .  In developing the curriculum, investigators are examining existing computer security curricula and standards in order to adapt and build on exemplary resources. The investigators are also introducing a faculty externship program, which provides faculty members with relevant workplace experiences so they can better prepare their students for careers in the computer security field. Although the project is primary audience is  college faculty and students, the goal is to create a computer security career pathway from  schools to  colleges and on to universities. Objectives and activities in the project include:  * adapting computer security curricula to create a career pathway from  schools to  colleges and  universities;  * implementing an externship program for faculty;  * creating practical lab experiences with a Unix/T ""anti-hackers"" lab and teleconferencing equipment for distance learning;  * utilizing a faculty externship and student outreach coordinator to administer externship placements and recruit students for the computer security program;  * disseminating the computer security materials, curriculum, and model throughout ; and  * hosting an  cybersecurity conference.  The project is guided by an advisory committee of representatives from business and industry, professional associations in the computer security field, other colleges and universities, and law enforcement.","['response', 'national', 'need', 'information', 'technology', 'worker', 'expertise', 'information', 'system', 'security', 'project', 'developing', 'associate', 'degree', 'program', 'computer', 'security', 'data', 'assurance', 'orwalk', 'new', 'program', 'lead', 'student', 'either', 'immediate', 'employment', 'related', 'degree', 'developing', 'curriculum', 'investigator', 'examining', 'existing', 'computer', 'security', 'curriculum', 'standard', 'order', 'adapt', 'build', 'exemplary', 'resource', 'investigator', 'introducing', 'faculty', 'externship', 'program', 'provides', 'faculty', 'member', 'relevant', 'workplace', 'experience', 'prepare', 'student', 'career', 'computer', 'security', 'field', 'although', 'project', 'primary', 'audience', 'college', 'faculty', 'student', 'goal', 'create', 'computer', 'security', 'career', 'pathway', 'school', 'college', 'university', 'objective', 'activity', 'project', 'include', 'adapting', 'computer', 'security', 'curriculum', 'create', 'career', 'pathway', 'school', 'college', 'university', 'implementing', 'externship', 'program', 'faculty', 'creating', 'practical', 'lab', 'experience', 'lab', 'teleconferencing', 'equipment', 'distance', 'learning', 'utilizing', 'faculty', 'externship', 'student', 'outreach', 'coordinator', 'administer', 'externship', 'placement', 'recruit', 'student', 'computer', 'security', 'program', 'disseminating', 'computer', 'security', 'material', 'curriculum', 'model', 'throughout', 'hosting', 'cybersecurity', 'conference', 'project', 'guided', 'advisory', 'committee', 'representative', 'business', 'industry', 'professional', 'association', 'computer', 'security', 'field', 'college', 'university', 'law', 'enforcement']",response national need information technology worker expertise information system security project developing associate degree program computer security data assurance orwalk new program lead student either immediate employment related degree developing curriculum investigator examining existing computer security curriculum standard order adapt build exemplary resource investigator introducing faculty externship program provides faculty member relevant workplace experience prepare student career computer security field although project primary audience college faculty student goal create computer security career pathway school college university objective activity project include adapting computer security curriculum create career pathway school college university implementing externship program faculty creating practical lab experience lab teleconferencing equipment distance learning utilizing faculty externship student outreach coordinator administer externship placement recruit student computer security program disseminating computer security material curriculum model throughout hosting cybersecurity conference project guided advisory committee representative business industry professional association computer security field college university law enforcement,2
